"campuskey","sitekey","date","total_generation_kwh","installed_capacity_kw","efficiency_ratio","avg_air_temp","avg_dew_point","avg_humidity","avg_wind_speed","avg_wind_direction"
1,14,"2020-07-19 00:00:00","138.3974609375","66","2.096931226325758","11.497777778260419","5.085277777749998","65.08263888906248","14.997847222124996","133.36666666680208"
1,14,"2020-07-20 00:00:00","109.27197265625","66","1.655635949337121","9.190138889093753","6.9289583333229166","86.45972222250002","11.613958333312496","275.137499996875"
1,14,"2020-07-21 00:00:00","35.173828125","66","0.5329367897727273","9.051458333437498","8.656458333416667","97.37361111083334","4.819305555572915","261.3118055520834"
1,14,"2020-07-22 00:00:00","73.88818359375","66","1.1195179332386365","9.743541666614584","8.079027777739581","90.15972222229168","5.775069444458334","241.13541666874997"
1,14,"2020-07-23 00:00:00","39.47509765625","66","0.5981075402462122","8.794652777760415","7.351597222218749","91.24027777770834","2.4387500000104168","208.37708333020836"
1,14,"2020-07-24 00:00:00","161.208984375","66","2.4425603693181817","8.524907407347222","4.630185185208336","78.40648148138888","4.891851851749999","124.44814814569446"
1,14,"2020-07-26 00:00:00","13.54248046875","66","0.20518909801136365","8.569473683736842","8.072070175357897","96.723508772","2.6891228070210533","247.35649122778955"
1,14,"2020-07-27 00:00:00","44.7451171875","66","0.6779563210227273","11.024375000427087","10.382291666854167","96.13263888885417","14.012152777812503","212.8847222229167"
1,14,"2020-07-28 00:00:00","117.673828125","66","1.7829367897727273","11.434930555010412","9.909236111385416","90.94097222208336","10.565694444416666","198.1743055541667"
1,14,"2020-07-29 00:00:00","138.7939453125","66","2.102938565340909","10.712569444927082","8.892916666843746","89.7909722225","2.6206944444270843","275.5152777773958"
1,14,"2020-07-30 00:00:00","181.36669921875","66","2.7479802911931817","9.341111111135417","6.414375000041669","84.54999999989582","4.235000000020834","226.67499999791673"
1,14,"2020-07-31 00:00:00","184.677734375","66","2.798147490530303","8.085208333125003","4.073333333333331","79.66597222229167","4.083055555458335","188.18194444309373"
1,14,"2020-08-01 00:00:00","157.5009765625","66","2.3863784327651514","10.33097222253125","6.572222222197915","79.54513888968752","8.388680555552085","116.40416666645835"
1,14,"2020-08-02 00:00:00","203.77685546875","66","3.087528113162879","10.975833333354167","6.958402777843755","78.52430555562499","8.691597222208337","248.25555555520825"
1,14,"2020-08-03 00:00:00","175.18896484375","66","2.6543782552083335","10.928680555437495","6.807499999989584","78.05833333364588","9.904444444302085","270.6368055548958"
1,14,"2020-08-04 00:00:00","120.884765625","66","1.8315873579545454","6.141458333343748","3.429513888927083","84.04444444458335","14.939375000010413","262.98680555802076"
1,14,"2020-08-05 00:00:00","120.8271484375","66","1.8307143702651516","7.213958333312501","5.402847222187503","88.84166666645835","14.893402777781242","233.52777777708332"
1,14,"2020-08-06 00:00:00","101.63330078125","66","1.539898496685606","7.107708333572912","5.976874999999996","93.16388888906249","4.756944444427084","168.25694444864584"
1,14,"2020-08-07 00:00:00","57.97900390625","66","0.878469756155303","6.135416666635418","4.696944444427083","91.79861111093753","4.329583333208334","102.75138889145835"
1,14,"2020-08-08 00:00:00","118.36572265625","66","1.7934200402462122","11.700486110635412","9.508055555583333","87.18472222208338","7.099999999947916","121.34722221906252"
1,14,"2020-08-09 00:00:00","127.50927734375","66","1.9319587476325757","10.853819444479164","8.65861111116667","87.50763888895831","10.448333333239582","154.334027778125"
1,14,"2020-08-10 00:00:00","193.0322265625","66","2.9247307054924243","8.884166666843749","6.291458333375","86.40486111114585","3.2975000000312495","183.31666666833328"
1,14,"2020-08-11 00:00:00","132.30419921875","66","2.0046090790719697","9.264305555687498","4.568888888874999","75.45347222208335","7.78395833321875","106.9916666685417"
